	Gene
17384	TMCO4
17385	TMCO5A
17386	TMCO6
17387	TMED1
17388	TMED10
17389	TMED2
17390	TMED3
17391	TMED4
17392	TMED5
17393	TMED6
17394	TMED7
17395	TMED7-TICAM2
17396	TMED8
17397	TMED9
17398	TMEFF1
17399	TMEFF2
17400	TMEM100
17401	TMEM101
17402	TMEM102
17403	TMEM104
17404	TMEM105
17405	TMEM106A
17406	TMEM106B
17407	TMEM106C
17408	TMEM107
17409	TMEM108
17410	TMEM109
17411	TMEM11
17412	TMEM110
17413	TMEM110-MUSTN1
17414	TMEM114
17415	TMEM115
17416	TMEM116
17417	TMEM117
17418	TMEM119
17419	TMEM120A
17420	TMEM120B
17421	TMEM121
17422	TMEM123
17423	TMEM125
17424	TMEM126A
17425	TMEM126B
17426	TMEM127
17427	TMEM128
17428	TMEM129
17429	TMEM130
17430	TMEM131
17431	TMEM132A
17432	TMEM132B
17433	TMEM132C
17434	TMEM132D
17435	TMEM132E
17436	TMEM133
17437	TMEM134
17438	TMEM135
17439	TMEM136
17440	TMEM138
17441	TMEM139
17442	TMEM140
17443	TMEM141
17444	TMEM143
17445	TMEM144
17446	TMEM145
17447	TMEM147
17448	TMEM14A
17449	TMEM14B
17450	TMEM14C
17451	TMEM14E
17452	TMEM150A
17453	TMEM150B
17454	TMEM150C
17455	TMEM151A
17456	TMEM151B
17457	TMEM154
17458	TMEM155
17459	TMEM156
17460	TMEM158
17461	TMEM159
17462	TMEM160
17463	TMEM161A
17464	TMEM161B
17465	TMEM163
17466	TMEM164
17467	TMEM165
17468	TMEM167A
17469	TMEM167B
17470	TMEM168
17471	TMEM169
17472	TMEM17
17473	TMEM170A
17474	TMEM170B
17475	TMEM171
17476	TMEM173
17477	TMEM174
17478	TMEM175
17479	TMEM176A
17480	TMEM176B
17481	TMEM177
17482	TMEM178A
17483	TMEM178B
17484	TMEM179
17485	TMEM179B
17486	TMEM18
17487	TMEM180
17488	TMEM181
17489	TMEM182
17490	TMEM183A
17491	TMEM184A
17492	TMEM184B
17493	TMEM184C
17494	TMEM185A
17495	TMEM185B
17496	TMEM186
17497	TMEM187
17498	TMEM189
17499	TMEM189-UBE2V1
17500	TMEM19
17501	TMEM190
17502	TMEM191B
17503	TMEM192
17504	TMEM196
17505	TMEM198
17506	TMEM199
17507	TMEM2
17508	TMEM200A
17509	TMEM200B
17510	TMEM200C
17511	TMEM201
17512	TMEM202
17513	TMEM203
17514	TMEM204
17515	TMEM205
17516	TMEM206
17517	TMEM207
17518	TMEM208
17519	TMEM209
17520	TMEM210
17521	TMEM211
17522	TMEM212
17523	TMEM213
17524	TMEM214
17525	TMEM215
17526	TMEM216
17527	TMEM217
17528	TMEM218
17529	TMEM219
17530	TMEM220
17531	TMEM221
17532	TMEM222
17533	TMEM223
17534	TMEM225
17535	TMEM229A
17536	TMEM229B
17537	TMEM230
17538	TMEM231
17539	TMEM232
17540	TMEM233
17541	TMEM234
17542	TMEM235
17543	TMEM236
17544	TMEM237
17545	TMEM238
17546	TMEM239
17547	TMEM240
17548	TMEM241
17549	TMEM242
17550	TMEM243
17551	TMEM244
17552	TMEM245
17553	TMEM246
17554	TMEM247
17555	TMEM248
17556	TMEM249
17557	TMEM25
17558	TMEM251
17559	TMEM252
17560	TMEM253
17561	TMEM254
17562	TMEM255A
17563	TMEM255B
17564	TMEM256
17565	TMEM256-PLSCR3
17566	TMEM257
17567	TMEM258
17568	TMEM259
17569	TMEM26
17570	TMEM260
17571	TMEM261
17572	TMEM262
17573	TMEM263
17574	TMEM265
17575	TMEM27
17576	TMEM30A
17577	TMEM30B
17578	TMEM30C
17579	TMEM31
17580	TMEM33
17581	TMEM35
17582	TMEM37
17583	TMEM38A
17584	TMEM38B
17585	TMEM39A
17586	TMEM39B
17587	TMEM40
17588	TMEM41A
17589	TMEM41B
17590	TMEM42
17591	TMEM43
17592	TMEM44
17593	TMEM45A
17594	TMEM45B
17595	TMEM47
17596	TMEM5
17597	TMEM50A
17598	TMEM50B
17599	TMEM51
17600	TMEM52
17601	TMEM52B
17602	TMEM53
17603	TMEM54
17604	TMEM55A
17605	TMEM55B
17606	TMEM56
17607	TMEM56-RWDD3
17608	TMEM57
17609	TMEM59
17610	TMEM59L
17611	TMEM60
17612	TMEM61
17613	TMEM62
17614	TMEM63A
17615	TMEM63B
17616	TMEM63C
17617	TMEM64
17618	TMEM65
17619	TMEM67
17620	TMEM68
17621	TMEM69
17622	TMEM70
17623	TMEM71
17624	TMEM72
17625	TMEM74
17626	TMEM74B
17627	TMEM78
17628	TMEM79
17629	TMEM80
17630	TMEM81
17631	TMEM82
17632	TMEM86A
17633	TMEM86B
17634	TMEM87A
17635	TMEM87B
17636	TMEM88
17637	TMEM88B
17638	TMEM89
17639	TMEM8A
17640	TMEM8B
17641	TMEM8C
17642	TMEM9
17643	TMEM91
17644	TMEM92
17645	TMEM95
17646	TMEM97
17647	TMEM98
17648	TMEM99
17649	TMEM9B
17650	TMF1
17651	TMIE
17652	TMIGD1
17653	TMIGD2
17654	TMLHE
17655	TMOD1
17656	TMOD2
17657	TMOD3
17658	TMOD4
17659	TMPO
17660	TMPPE
17661	TMPRSS11A
17662	TMPRSS11B
17663	TMPRSS11D
17664	TMPRSS11E
17665	TMPRSS11F
17666	TMPRSS12
17667	TMPRSS13
17668	TMPRSS15
17669	TMPRSS2
17670	TMPRSS3
17671	TMPRSS4
17672	TMPRSS5
17673	TMPRSS6
17674	TMPRSS7
17675	TMPRSS9
17676	TMSB10
17677	TMSB15A
17678	TMSB15B
17679	TMSB4X
17680	TMSB4Y
17681	TMTC1
17682	TMTC2
17683	TMTC3
17684	TMTC4
17685	TMUB1
17686	TMUB2
17687	TMX1
17688	TMX2
17689	TMX3
17690	TMX4
17691	TNC
17692	TNF
17693	TNFAIP1
17694	TNFAIP2
17695	TNFAIP3
17696	TNFAIP6
17697	TNFAIP8
17698	TNFAIP8L1
17699	TNFAIP8L2
17700	TNFAIP8L3
17701	TNFRSF10A
17702	TNFRSF10B
17703	TNFRSF10C
17704	TNFRSF10D
17705	TNFRSF11A
17706	TNFRSF11B
17707	TNFRSF12A
17708	TNFRSF13B
17709	TNFRSF13C
17710	TNFRSF14
17711	TNFRSF17
17712	TNFRSF18
17713	TNFRSF19
17714	TNFRSF1A
17715	TNFRSF1B
17716	TNFRSF21
17717	TNFRSF25
17718	TNFRSF4
17719	TNFRSF6B
17720	TNFRSF8
17721	TNFRSF9
17722	TNFSF10
17723	TNFSF11
17724	TNFSF12
17725	TNFSF12-TNFSF13
17726	TNFSF13
17727	TNFSF13B
17728	TNFSF14
17729	TNFSF15
17730	TNFSF18
17731	TNFSF4
17732	TNFSF8
17733	TNFSF9
17734	TNIK
17735	TNIP1
17736	TNIP2
17737	TNIP3
17738	TNK1
17739	TNK2
17740	TNKS
17741	TNKS1BP1
17742	TNKS2
17743	TNMD
17744	TNN
17745	TNNC1
17746	TNNC2
17747	TNNI1
17748	TNNI2
17749	TNNI3
17750	TNNI3K
17751	TNNT1
17752	TNNT2
17753	TNNT3
17754	TNP1
17755	TNP2
17756	TNPO1
17757	TNPO2
17758	TNPO3
17759	TNR
17760	TNRC18
17761	TNRC6A
17762	TNRC6B
17763	TNRC6C
17764	TNS1
17765	TNS2
17766	TNS3
17767	TNS4
17768	TNXB
17769	TOB1
17770	TOB2
17771	TOE1
17772	TOLLIP
17773	TOM1
17774	TOM1L1
17775	TOM1L2
17776	TOMM20
17777	TOMM20L
17778	TOMM22
17779	TOMM34
17780	TOMM40
17781	TOMM40L
17782	TOMM5
17783	TOMM6
17784	TOMM7
17785	TOMM70A
17786	TONSL
17787	TOP1
17788	TOP1MT
17789	TOP2A
17790	TOP2B
17791	TOP3A
17792	TOP3B
17793	TOPAZ1
17794	TOPBP1
17795	TOPORS
17796	TOR1A
17797	TOR1AIP1
17798	TOR1AIP2
17799	TOR1B
17800	TOR2A
17801	TOR3A
17802	TOR4A
17803	TOX
17804	TOX2
17805	TOX3
17806	TOX4
17807	TP53
17808	TP53AIP1
17809	TP53BP1
17810	TP53BP2
17811	TP53I11
17812	TP53I13
17813	TP53I3
17814	TP53INP1
17815	TP53INP2
17816	TP53RK
17817	TP53TG3
17818	TP53TG3B
17819	TP53TG3C
17820	TP53TG3D
17821	TP53TG5
17822	TP63
17823	TP73
17824	TPBG
17825	TPBGL
17826	TPCN1
17827	TPCN2
17828	TPD52
17829	TPD52L1
17830	TPD52L2
17831	TPD52L3
17832	TPGS1
17833	TPGS2
17834	TPH1
17835	TPH2
17836	TPI1
17837	TPK1
17838	TPM1
17839	TPM2
17840	TPM3
17841	TPM4
17842	TPMT
17843	TPO
17844	TPP1
17845	TPP2
17846	TPPP
17847	TPPP2
17848	TPPP3
17849	TPR
17850	TPRA1
17851	TPRG1
17852	TPRG1L
17853	TPRKB
17854	TPRN
17855	TPRX1
17856	TPRXL
17857	TPSAB1
17858	TPSB2
17859	TPSD1
17860	TPSG1
17861	TPST1
17862	TPST2
17863	TPT1
17864	TPTE
17865	TPTE2
17866	TPX2
17867	TRA2A
17868	TRA2B
17869	TRABD
17870	TRABD2A
17871	TRABD2B
17872	TRAC
17873	TRADD
17874	TRAF1
17875	TRAF2
17876	TRAF3
17877	TRAF3IP1
17878	TRAF3IP2
17879	TRAF3IP3
17880	TRAF4
17881	TRAF5
17882	TRAF6
17883	TRAF7
17884	TRAFD1
17885	TRAIP
17886	TRAJ1
17887	TRAJ10
17888	TRAJ11
17889	TRAJ12
17890	TRAJ13
17891	TRAJ14
17892	TRAJ16
17893	TRAJ17
17894	TRAJ18
17895	TRAJ19
17896	TRAJ2
17897	TRAJ20
17898	TRAJ21
17899	TRAJ22
17900	TRAJ23
17901	TRAJ24
17902	TRAJ25
17903	TRAJ26
17904	TRAJ27
17905	TRAJ28
17906	TRAJ29
17907	TRAJ3
17908	TRAJ30
17909	TRAJ31
17910	TRAJ32
17911	TRAJ33
17912	TRAJ34
17913	TRAJ35
17914	TRAJ36
17915	TRAJ37
17916	TRAJ38
17917	TRAJ39
17918	TRAJ4
17919	TRAJ40
17920	TRAJ41
17921	TRAJ42
17922	TRAJ43
17923	TRAJ44
17924	TRAJ45
17925	TRAJ46
17926	TRAJ47
17927	TRAJ48
17928	TRAJ49
17929	TRAJ5
17930	TRAJ50
17931	TRAJ52
17932	TRAJ53
17933	TRAJ54
17934	TRAJ56
17935	TRAJ57
17936	TRAJ58
17937	TRAJ59
17938	TRAJ6
17939	TRAJ61
17940	TRAJ7
17941	TRAJ9
17942	TRAK1
17943	TRAK2
17944	TRAM1
17945	TRAM1L1
17946	TRAM2
17947	TRANK1
17948	TRAP1
17949	TRAPPC1
17950	TRAPPC10
17951	TRAPPC11
17952	TRAPPC12
17953	TRAPPC13
17954	TRAPPC2
17955	TRAPPC2B
17956	TRAPPC2L
17957	TRAPPC3
17958	TRAPPC3L
17959	TRAPPC4
17960	TRAPPC5
17961	TRAPPC6A
17962	TRAPPC6B
17963	TRAPPC8
17964	TRAPPC9
17965	TRAT1
17966	TRAV1-1
17967	TRAV1-2
17968	TRAV10
17969	TRAV12-1
17970	TRAV12-2
17971	TRAV12-3
17972	TRAV13-1
17973	TRAV13-2
17974	TRAV14DV4
17975	TRAV16
17976	TRAV17
17977	TRAV18
17978	TRAV19
17979	TRAV2
17980	TRAV20
17981	TRAV21
17982	TRAV22
17983	TRAV23DV6
17984	TRAV24
17985	TRAV25
17986	TRAV26-1
17987	TRAV26-2
17988	TRAV27
17989	TRAV29DV5
17990	TRAV3
17991	TRAV30
17992	TRAV34
17993	TRAV36DV7
17994	TRAV38-1
17995	TRAV38-2DV8
17996	TRAV39
17997	TRAV4
17998	TRAV40
17999	TRAV41
18000	TRAV5
18001	TRAV6
18002	TRAV7
18003	TRAV8-1
18004	TRAV8-2
18005	TRAV8-3
18006	TRAV8-4
18007	TRAV8-6
18008	TRAV8-7
18009	TRAV9-1
18010	TRAV9-2
18011	TRBC2
18012	TRBD1
18013	TRBJ1-1
18014	TRBJ1-2
18015	TRBJ1-3
18016	TRBJ1-4
18017	TRBJ1-5
18018	TRBJ1-6
18019	TRBJ2-1
18020	TRBJ2-2
18021	TRBJ2-2P
18022	TRBJ2-3
18023	TRBJ2-4
18024	TRBJ2-5
18025	TRBJ2-6
18026	TRBJ2-7
18027	TRBV10-1
18028	TRBV10-2
18029	TRBV10-3
18030	TRBV11-1
18031	TRBV11-3
18032	TRBV12-3
18033	TRBV12-4
18034	TRBV12-5
18035	TRBV13
18036	TRBV14
18037	TRBV15
18038	TRBV16
18039	TRBV17
18040	TRBV18
18041	TRBV19
18042	TRBV2
18043	TRBV20-1
18044	TRBV20OR9-2
18045	TRBV21OR9-2
18046	TRBV23-1
18047	TRBV23OR9-2
18048	TRBV24-1
18049	TRBV25-1
18050	TRBV27
18051	TRBV28
18052	TRBV29-1
18053	TRBV3-1
18054	TRBV30
18055	TRBV4-1
18056	TRBV4-2
18057	TRBV4-3
18058	TRBV5-1
18059	TRBV5-3
18060	TRBV5-4
18061	TRBV5-5
18062	TRBV5-6
18063	TRBV5-7
18064	TRBV5-8
18065	TRBV6-1
18066	TRBV6-2
18067	TRBV6-3
18068	TRBV6-4
18069	TRBV6-5
18070	TRBV6-6
18071	TRBV6-7
18072	TRBV6-8
18073	TRBV6-9
18074	TRBV7-1
18075	TRBV7-2
18076	TRBV7-3
18077	TRBV7-4
18078	TRBV7-6
18079	TRBV7-7
18080	TRBV7-8
18081	TRBV7-9
18082	TRBV9
18083	TRDC
18084	TRDD1
18085	TRDD2
18086	TRDD3
18087	TRDJ1
18088	TRDJ2
18089	TRDJ3
18090	TRDJ4
18091	TRDMT1
18092	TRDN
18093	TRDV1
18094	TRDV2
18095	TRDV3
18096	TREH
18097	TREM1
18098	TREM2
18099	TREML1
18100	TREML2
18101	TREML4
18102	TRERF1
18103	TREX1
18104	TREX2
18105	TRGC1
18106	TRGC2
18107	TRGJ1
18108	TRGJ2
18109	TRGJP
18110	TRGJP1
18111	TRGJP2
18112	TRGV1
18113	TRGV10
18114	TRGV11
18115	TRGV2
18116	TRGV3
18117	TRGV4
18118	TRGV5
18119	TRGV8
18120	TRGV9
18121	TRH
18122	TRHDE
18123	TRHR
18124	TRIAP1
18125	TRIB1
18126	TRIB2
18127	TRIB3
18128	TRIL
18129	TRIM10
18130	TRIM11
18131	TRIM13
18132	TRIM14
18133	TRIM15
18134	TRIM16
18135	TRIM16L
18136	TRIM17
18137	TRIM2
18138	TRIM21
18139	TRIM22
18140	TRIM23
18141	TRIM24
18142	TRIM25
18143	TRIM26
18144	TRIM27
18145	TRIM28
18146	TRIM29
18147	TRIM3
18148	TRIM31
18149	TRIM32
18150	TRIM33
18151	TRIM34
18152	TRIM35
18153	TRIM36
18154	TRIM37
18155	TRIM38
18156	TRIM39
18157	TRIM39-RPP21
18158	TRIM4
18159	TRIM40
18160	TRIM41
18161	TRIM42
18162	TRIM43
18163	TRIM44
18164	TRIM45
18165	TRIM46
18166	TRIM47
18167	TRIM48
18168	TRIM49
18169	TRIM49B
18170	TRIM49C
18171	TRIM49D1
18172	TRIM49D2
18173	TRIM5
18174	TRIM50
18175	TRIM51
18176	TRIM52
18177	TRIM54
18178	TRIM55
18179	TRIM56
18180	TRIM58
18181	TRIM59
18182	TRIM6
18183	TRIM6-TRIM34
18184	TRIM60
18185	TRIM61
18186	TRIM62
18187	TRIM63
18188	TRIM64
18189	TRIM64B
18190	TRIM64C
18191	TRIM65
18192	TRIM66
18193	TRIM67
18194	TRIM68
18195	TRIM69
18196	TRIM7
18197	TRIM71
18198	TRIM72
18199	TRIM73
18200	TRIM74
18201	TRIM77
18202	TRIM8
18203	TRIM9
18204	TRIML1
18205	TRIML2
18206	TRIO
18207	TRIOBP
18208	TRIP10
18209	TRIP11
18210	TRIP12
18211	TRIP13
18212	TRIP4
18213	TRIP6
18214	TRIQK
18215	TRIT1
18216	TRMT1
18217	TRMT10A
18218	TRMT10B
18219	TRMT10C
18220	TRMT11
18221	TRMT112
18222	TRMT12
18223	TRMT13
18224	TRMT1L
18225	TRMT2A
18226	TRMT2B
18227	TRMT44
18228	TRMT5
18229	TRMT6
18230	TRMT61A
18231	TRMT61B
18232	TRMU
18233	TRNAU1AP
18234	TRNP1
18235	TRNT1
18236	TRO
18237	TROAP
18238	TROVE2
18239	TRPA1
18240	TRPC1
18241	TRPC3
18242	TRPC4
18243	TRPC4AP
18244	TRPC5
18245	TRPC6
18246	TRPC7
18247	TRPM1
18248	TRPM2
18249	TRPM3
18250	TRPM4
18251	TRPM5
18252	TRPM6
18253	TRPM7
18254	TRPM8
18255	TRPS1
18256	TRPT1
18257	TRPV1
18258	TRPV2
18259	TRPV3
18260	TRPV4
18261	TRPV5
18262	TRPV6
18263	TRRAP
18264	TRUB1
18265	TRUB2
18266	TSACC
18267	TSC1
18268	TSC2
18269	TSC22D1
18270	TSC22D2
18271	TSC22D3
18272	TSC22D4
18273	TSEN15
18274	TSEN2
18275	TSEN34
18276	TSEN54
18277	TSFM
18278	TSG101
18279	TSGA10
18280	TSGA10IP
18281	TSGA13
18282	TSHB
18283	TSHR
18284	TSHZ1
18285	TSHZ2
18286	TSHZ3
18287	TSKS
18288	TSKU
18289	TSLP
18290	TSN
18291	TSNARE1
18292	TSNAX
18293	TSNAXIP1
18294	TSPAN1
18295	TSPAN10
18296	TSPAN11
18297	TSPAN12
18298	TSPAN13
18299	TSPAN14
18300	TSPAN15
18301	TSPAN16
18302	TSPAN17
18303	TSPAN18
18304	TSPAN19
18305	TSPAN2
18306	TSPAN3
18307	TSPAN31
18308	TSPAN32
18309	TSPAN33
18310	TSPAN4
18311	TSPAN5
18312	TSPAN6
18313	TSPAN7
18314	TSPAN8
18315	TSPAN9
18316	TSPEAR
18317	TSPO
18318	TSPO2
18319	TSPY1
18320	TSPY10
18321	TSPY2
18322	TSPY3
18323	TSPY4
18324	TSPY6P
18325	TSPY8
18326	TSPYL1
18327	TSPYL2
18328	TSPYL4
18329	TSPYL5
18330	TSPYL6
18331	TSR1
18332	TSR2
18333	TSR3
18334	TSSC1
18335	TSSC4
18336	TSSK1B
18337	TSSK2
18338	TSSK3
18339	TSSK4
18340	TSSK6
18341	TST
18342	TSTA3
18343	TSTD1
18344	TSTD2
18345	TTBK1
18346	TTBK2
18347	TTC1
18348	TTC12
18349	TTC13
18350	TTC14
18351	TTC16
18352	TTC17
18353	TTC19
18354	TTC21A
18355	TTC21B
18356	TTC22
18357	TTC23
18358	TTC23L
18359	TTC24
18360	TTC25
18361	TTC26
18362	TTC27
18363	TTC28
18364	TTC29
18365	TTC3
18366	TTC30A
18367	TTC30B
18368	TTC31
18369	TTC32
18370	TTC33
18371	TTC34
18372	TTC36
18373	TTC37
18374	TTC38
18375	TTC39A
18376	TTC39B
18377	TTC39C
18378	TTC4
18379	TTC5
18380	TTC6
18381	TTC7A
18382	TTC7B
18383	TTC8
18384	TTC9
18385	TTC9B
18386	TTC9C
18387	TTF1
18388	TTF2
18389	TTI1
18390	TTI2
18391	TTK
18392	TTL
18393	TTLL1
18394	TTLL10
18395	TTLL11
18396	TTLL12
18397	TTLL2
18398	TTLL3
18399	TTLL4
18400	TTLL5
18401	TTLL6
18402	TTLL7
18403	TTLL8
18404	TTLL9
18405	TTN
18406	TTPA
18407	TTPAL
18408	TTR
18409	TTYH1
18410	TTYH2
18411	TTYH3
18412	TUB
18413	TUBA1A
18414	TUBA1B
18415	TUBA1C
18416	TUBA3C
18417	TUBA3D
18418	TUBA3E
18419	TUBA4A
18420	TUBA4B
18421	TUBA8
18422	TUBAL3
18423	TUBB
18424	TUBB1
18425	TUBB2A
18426	TUBB2B
18427	TUBB3
18428	TUBB4A
18429	TUBB4B
18430	TUBB6
18431	TUBB8
18432	TUBB8P12
18433	TUBD1
18434	TUBE1
18435	TUBG1
18436	TUBG2
18437	TUBGCP2
18438	TUBGCP3
18439	TUBGCP4
18440	TUBGCP5
18441	TUBGCP6
18442	TUFM
18443	TUFT1
18444	TULP1
18445	TULP2
18446	TULP3
18447	TULP4
18448	TUSC1
18449	TUSC2
18450	TUSC3
18451	TUSC5
18452	TUT1
18453	TVP23A
18454	TVP23B
18455	TVP23C
18456	TVP23C-CDRT4
18457	TWF1
18458	TWF2
18459	TWIST1
18460	TWIST2
18461	TWISTNB
18462	TWSG1
18463	TXK
18464	TXLNA
18465	TXLNB
18466	TXLNG
18467	TXN
18468	TXN2
18469	TXNDC11
18470	TXNDC12
18471	TXNDC15
18472	TXNDC16
18473	TXNDC17
18474	TXNDC2
18475	TXNDC5
18476	TXNDC8
18477	TXNDC9
18478	TXNIP
18479	TXNL1
18480	TXNL4A
18481	TXNL4B
18482	TXNRD1
18483	TXNRD2
18484	TXNRD3
18485	TXNRD3NB
18486	TYK2
18487	TYMP
18488	TYMS
18489	TYR
18490	TYRO3
18491	TYROBP
18492	TYRP1
18493	TYSND1
18494	TYW1
18495	TYW1B
18496	TYW3
18497	TYW5
18498	U2AF1
18499	U2AF1L4
18500	U2AF2
18501	U2SURP
18502	U51561.1
18503	U82695.5
18504	UACA
18505	UAP1
18506	UAP1L1
18507	UBA1
18508	UBA2
18509	UBA3
18510	UBA5
18511	UBA52
18512	UBA6
18513	UBA7
18514	UBAC1
18515	UBAC2
18516	UBALD1
18517	UBALD2
18518	UBAP1
18519	UBAP1L
18520	UBAP2
18521	UBAP2L
18522	UBASH3A
18523	UBASH3B
18524	UBB
18525	UBC
18526	UBD
18527	UBE2A
18528	UBE2B
18529	UBE2C
18530	UBE2D1
18531	UBE2D2
18532	UBE2D3
18533	UBE2D4
18534	UBE2E1
18535	UBE2E2
18536	UBE2E3
18537	UBE2F
18538	UBE2G1
18539	UBE2G2
18540	UBE2H
18541	UBE2I
18542	UBE2J1
18543	UBE2J2
18544	UBE2K
18545	UBE2L3
18546	UBE2L6
18547	UBE2M
18548	UBE2N
18549	UBE2O
18550	UBE2Q1
18551	UBE2Q2
18552	UBE2Q2L
18553	UBE2QL1
18554	UBE2R2
18555	UBE2S
18556	UBE2T
18557	UBE2U
18558	UBE2V1
18559	UBE2V2
18560	UBE2W
18561	UBE2Z
18562	UBE3A
18563	UBE3B
18564	UBE3C
18565	UBE3D
18566	UBE4A
18567	UBE4B
18568	UBFD1
18569	UBIAD1
18570	UBL3
18571	UBL4A
18572	UBL4B
18573	UBL5
18574	UBL7
18575	UBLCP1
18576	UBN1
18577	UBN2
18578	UBOX5
18579	UBP1
18580	UBQLN1
18581	UBQLN2
18582	UBQLN3
18583	UBQLN4
18584	UBQLNL
18585	UBR1
18586	UBR2
18587	UBR3
18588	UBR4
18589	UBR5
18590	UBR7
18591	UBTD1
18592	UBTD2
18593	UBTF
18594	UBTFL1
18595	UBXN1
18596	UBXN10
18597	UBXN11
18598	UBXN2A
18599	UBXN2B
18600	UBXN4
18601	UBXN6
18602	UBXN7
18603	UBXN8
18604	UCHL1
18605	UCHL3
18606	UCHL5
18607	UCK1
18608	UCK2
18609	UCKL1
18610	UCMA
18611	UCN
18612	UCN2
18613	UCN3
18614	UCP1
18615	UCP2
18616	UCP3
18617	UEVLD
18618	UFC1
18619	UFD1L
18620	UFL1
18621	UFM1
18622	UFSP1
18623	UFSP2
18624	UGCG
18625	UGDH
18626	UGGT1
18627	UGGT2
18628	UGP2
18629	UGT1A1
18630	UGT1A10
18631	UGT1A3
18632	UGT1A4
18633	UGT1A5
18634	UGT1A6
18635	UGT1A7
18636	UGT1A8
18637	UGT1A9
18638	UGT2A1
18639	UGT2A2
18640	UGT2A3
18641	UGT2B10
18642	UGT2B11
18643	UGT2B15
18644	UGT2B17
18645	UGT2B28
18646	UGT2B4
18647	UGT2B7
18648	UGT3A1
18649	UGT3A2
18650	UGT8
18651	UHMK1
18652	UHRF1
18653	UHRF1BP1
18654	UHRF1BP1L
18655	UHRF2
18656	UIMC1
18657	ULBP1
18658	ULBP2
18659	ULBP3
18660	ULK1
18661	ULK2
18662	ULK3
18663	ULK4
18664	UMOD
18665	UMODL1
18666	UMPS
18667	UNC119
18668	UNC119B
18669	UNC13A
18670	UNC13B
18671	UNC13C
18672	UNC13D
18673	UNC45A
18674	UNC45B
18675	UNC50
18676	UNC5A
18677	UNC5B
18678	UNC5C
18679	UNC5CL
18680	UNC5D
18681	UNC79
18682	UNC80
18683	UNC93A
18684	UNC93B1
18685	UNCX
18686	UNG
18687	UNK
18688	UNKL
18689	UPB1
18690	UPF1
18691	UPF2
18692	UPF3A
18693	UPF3B
18694	UPK1A
18695	UPK1B
18696	UPK2
18697	UPK3A
18698	UPK3B
18699	UPK3BL
18700	UPP1
18701	UPP2
18702	UPRT
18703	UQCC1
18704	UQCC2
18705	UQCC3
18706	UQCR10
18707	UQCR11
18708	UQCRB
18709	UQCRC1
18710	UQCRC2
18711	UQCRFS1
18712	UQCRH
18713	UQCRHL
18714	UQCRQ
18715	URAD
18716	URB1
18717	URB2
18718	URGCP
18719	URGCP-MRPS24
18720	URI1
18721	URM1
18722	UROC1
18723	UROD
18724	UROS
18725	USB1
18726	USE1
18727	USF1
18728	USF2
18729	USH1C
18730	USH1G
18731	USH2A
18732	USHBP1
18733	USMG5
18734	USO1
18735	USP1
18736	USP10
18737	USP11
18738	USP12
18739	USP13
18740	USP14
18741	USP15
18742	USP16
18743	USP17L1
18744	USP17L10
18745	USP17L11
18746	USP17L12
18747	USP17L13
18748	USP17L15
18749	USP17L17
18750	USP17L18
18751	USP17L19
18752	USP17L2
18753	USP17L20
18754	USP17L21
18755	USP17L22
18756	USP17L23
18757	USP17L24
18758	USP17L25
18759	USP17L26
18760	USP17L27
18761	USP17L28
18762	USP17L29
18763	USP17L3
18764	USP17L30
18765	USP17L4
18766	USP17L5
18767	USP17L7
18768	USP17L8
18769	USP18
18770	USP19
18771	USP2
18772	USP20
18773	USP21
18774	USP22
18775	USP24
18776	USP25
18777	USP26
18778	USP27X
18779	USP28
18780	USP29
18781	USP3
18782	USP30
18783	USP31
18784	USP32
18785	USP33
18786	USP34
18787	USP35
18788	USP36
18789	USP37
18790	USP38
18791	USP39
18792	USP4
18793	USP40
18794	USP41
18795	USP42
18796	USP43
18797	USP44
18798	USP45
18799	USP46
18800	USP47
18801	USP48
18802	USP49
18803	USP5
18804	USP50
18805	USP51
18806	USP53
18807	USP54
18808	USP6
18809	USP6NL
18810	USP7
18811	USP8
18812	USP9X
18813	USP9Y
18814	USPL1
18815	UST
18816	UTF1
18817	UTP11L
18818	UTP14A
18819	UTP14C
18820	UTP15
18821	UTP18
18822	UTP20
18823	UTP23
18824	UTP3
18825	UTP6
18826	UTRN
18827	UTS2
18828	UTS2B
18829	UTS2R
18830	UTY
18831	UVRAG
18832	UVSSA
18833	UXS1
18834	UXT
18835	VAC14
18836	VAMP1
18837	VAMP2
18838	VAMP3
18839	VAMP4
18840	VAMP5
18841	VAMP7
18842	VAMP8
18843	VANGL1
18844	VANGL2
18845	VAPA
18846	VAPB
18847	VARS
18848	VARS2
18849	VARSL
18850	VASH1
18851	VASH2
18852	VASN
18853	VASP
18854	VAT1
18855	VAT1L
18856	VAV1
18857	VAV2
18858	VAV3
18859	VAX1
18860	VAX2
18861	VBP1
18862	VCAM1
18863	VCAN
18864	VCL
18865	VCP
18866	VCPIP1
18867	VCPKMT
18868	VCX
18869	VCX2
18870	VCX3A
18871	VCX3B
18872	VCY
18873	VCY1B
18874	VDAC1
18875	VDAC2
18876	VDAC3
18877	VDR
18878	VEGFA
18879	VEGFB
18880	VEGFC
18881	VENTX
18882	VEPH1
18883	VEZF1
18884	VEZT
18885	VGF
18886	VGLL1
18887	VGLL2
18888	VGLL3
18889	VGLL4
18890	VHL
18891	VHLL
18892	VIL1
18893	VILL
18894	VIM
18895	VIMP
18896	VIP
18897	VIPAS39
