	Gene
15821	SLC43A3
15822	SLC44A1
15823	SLC44A2
15824	SLC44A3
15825	SLC44A4
15826	SLC44A5
15827	SLC45A1
15828	SLC45A2
15829	SLC45A3
15830	SLC45A4
15831	SLC46A1
15832	SLC46A2
15833	SLC46A3
15834	SLC47A1
15835	SLC47A2
15836	SLC48A1
15837	SLC4A1
15838	SLC4A10
15839	SLC4A11
15840	SLC4A1AP
15841	SLC4A2
15842	SLC4A3
15843	SLC4A4
15844	SLC4A5
15845	SLC4A7
15846	SLC4A8
15847	SLC4A9
15848	SLC50A1
15849	SLC51A
15850	SLC51B
15851	SLC52A1
15852	SLC52A2
15853	SLC52A3
15854	SLC5A1
15855	SLC5A10
15856	SLC5A11
15857	SLC5A12
15858	SLC5A2
15859	SLC5A3
15860	SLC5A4
15861	SLC5A5
15862	SLC5A6
15863	SLC5A7
15864	SLC5A8
15865	SLC5A9
15866	SLC6A1
15867	SLC6A11
15868	SLC6A12
15869	SLC6A13
15870	SLC6A14
15871	SLC6A15
15872	SLC6A16
15873	SLC6A17
15874	SLC6A18
15875	SLC6A19
15876	SLC6A2
15877	SLC6A20
15878	SLC6A3
15879	SLC6A4
15880	SLC6A5
15881	SLC6A6
15882	SLC6A7
15883	SLC6A8
15884	SLC6A9
15885	SLC7A1
15886	SLC7A10
15887	SLC7A11
15888	SLC7A13
15889	SLC7A14
15890	SLC7A2
15891	SLC7A3
15892	SLC7A4
15893	SLC7A5
15894	SLC7A6
15895	SLC7A6OS
15896	SLC7A7
15897	SLC7A8
15898	SLC7A9
15899	SLC8A1
15900	SLC8A2
15901	SLC8A3
15902	SLC8B1
15903	SLC9A1
15904	SLC9A2
15905	SLC9A3
15906	SLC9A3R1
15907	SLC9A3R2
15908	SLC9A4
15909	SLC9A5
15910	SLC9A6
15911	SLC9A7
15912	SLC9A8
15913	SLC9A9
15914	SLC9B1
15915	SLC9B2
15916	SLC9C1
15917	SLC9C2
15918	SLCO1A2
15919	SLCO1B1
15920	SLCO1B3
15921	SLCO1B7
15922	SLCO1C1
15923	SLCO2A1
15924	SLCO2B1
15925	SLCO3A1
15926	SLCO4A1
15927	SLCO4C1
15928	SLCO5A1
15929	SLCO6A1
15930	SLFN11
15931	SLFN12
15932	SLFN12L
15933	SLFN13
15934	SLFN14
15935	SLFN5
15936	SLFNL1
15937	SLIRP
15938	SLIT1
15939	SLIT2
15940	SLIT3
15941	SLITRK1
15942	SLITRK2
15943	SLITRK3
15944	SLITRK4
15945	SLITRK5
15946	SLITRK6
15947	SLK
15948	SLMAP
15949	SLMO1
15950	SLMO2
15951	SLN
15952	SLPI
15953	SLTM
15954	SLU7
15955	SLURP1
15956	SLX1A
15957	SLX1A-SULT1A3
15958	SLX1B
15959	SLX4
15960	SLX4IP
15961	SMAD1
15962	SMAD2
15963	SMAD3
15964	SMAD4
15965	SMAD5
15966	SMAD6
15967	SMAD7
15968	SMAD9
15969	SMAGP
15970	SMAP1
15971	SMAP2
15972	SMARCA1
15973	SMARCA2
15974	SMARCA4
15975	SMARCA5
15976	SMARCAD1
15977	SMARCAL1
15978	SMARCB1
15979	SMARCC1
15980	SMARCC2
15981	SMARCD1
15982	SMARCD2
15983	SMARCD3
15984	SMARCE1
15985	SMC1A
15986	SMC1B
15987	SMC2
15988	SMC3
15989	SMC4
15990	SMC5
15991	SMC6
15992	SMCHD1
15993	SMCO1
15994	SMCO2
15995	SMCO3
15996	SMCO4
15997	SMCP
15998	SMCR8
15999	SMDT1
16000	SMEK1
16001	SMEK2
16002	SMG1
16003	SMG5
16004	SMG6
16005	SMG7
16006	SMG8
16007	SMG9
16008	SMIM1
16009	SMIM10
16010	SMIM10L1
16011	SMIM10L2A
16012	SMIM10L2B
16013	SMIM11
16014	SMIM12
16015	SMIM13
16016	SMIM14
16017	SMIM15
16018	SMIM17
16019	SMIM18
16020	SMIM19
16021	SMIM2
16022	SMIM20
16023	SMIM21
16024	SMIM22
16025	SMIM23
16026	SMIM24
16027	SMIM3
16028	SMIM4
16029	SMIM5
16030	SMIM6
16031	SMIM7
16032	SMIM8
16033	SMIM9
16034	SMKR1
16035	SMLR1
16036	SMN1
16037	SMN2
16038	SMNDC1
16039	SMO
16040	SMOC1
16041	SMOC2
16042	SMOX
16043	SMPD1
16044	SMPD2
16045	SMPD3
16046	SMPD4
16047	SMPDL3A
16048	SMPDL3B
16049	SMPX
16050	SMR3A
16051	SMR3B
16052	SMS
16053	SMTN
16054	SMTNL1
16055	SMTNL2
16056	SMU1
16057	SMUG1
16058	SMURF1
16059	SMURF2
16060	SMYD1
16061	SMYD2
16062	SMYD3
16063	SMYD4
16064	SMYD5
16065	SNAI1
16066	SNAI2
16067	SNAI3
16068	SNAP23
16069	SNAP25
16070	SNAP29
16071	SNAP47
16072	SNAP91
16073	SNAPC1
16074	SNAPC2
16075	SNAPC3
16076	SNAPC4
16077	SNAPC5
16078	SNAPIN
16079	SNCA
16080	SNCAIP
16081	SNCB
16082	SNCG
16083	SND1
16084	SNED1
16085	SNF8
16086	SNIP1
16087	SNN
16088	SNPH
16089	SNRK
16090	SNRNP200
16091	SNRNP25
16092	SNRNP27
16093	SNRNP35
16094	SNRNP40
16095	SNRNP48
16096	SNRNP70
16097	SNRPA
16098	SNRPA1
16099	SNRPB
16100	SNRPB2
16101	SNRPC
16102	SNRPD1
16103	SNRPD2
16104	SNRPD3
16105	SNRPE
16106	SNRPF
16107	SNRPG
16108	SNRPN
16109	SNTA1
16110	SNTB1
16111	SNTB2
16112	SNTG1
16113	SNTG2
16114	SNTN
16115	SNUPN
16116	SNURF
16117	SNW1
16118	SNX1
16119	SNX10
16120	SNX11
16121	SNX12
16122	SNX13
16123	SNX14
16124	SNX15
16125	SNX16
16126	SNX17
16127	SNX18
16128	SNX19
16129	SNX2
16130	SNX20
16131	SNX21
16132	SNX22
16133	SNX24
16134	SNX25
16135	SNX27
16136	SNX29
16137	SNX3
16138	SNX30
16139	SNX31
16140	SNX32
16141	SNX33
16142	SNX4
16143	SNX5
16144	SNX6
16145	SNX7
16146	SNX8
16147	SNX9
16148	SOAT1
16149	SOAT2
16150	SOBP
16151	SOCS1
16152	SOCS2
16153	SOCS3
16154	SOCS4
16155	SOCS5
16156	SOCS6
16157	SOCS7
16158	SOD1
16159	SOD2
16160	SOD3
16161	SOGA1
16162	SOGA3
16163	SOHLH1
16164	SOHLH2
16165	SON
16166	SORBS1
16167	SORBS2
16168	SORBS3
16169	SORCS1
16170	SORCS2
16171	SORCS3
16172	SORD
16173	SORL1
16174	SORT1
16175	SOS1
16176	SOS2
16177	SOST
16178	SOSTDC1
16179	SOWAHA
16180	SOWAHB
16181	SOWAHC
16182	SOWAHD
16183	SOX1
16184	SOX10
16185	SOX11
16186	SOX12
16187	SOX13
16188	SOX14
16189	SOX15
16190	SOX17
16191	SOX18
16192	SOX2
16193	SOX21
16194	SOX3
16195	SOX30
16196	SOX4
16197	SOX5
16198	SOX6
16199	SOX7
16200	SOX8
16201	SOX9
16202	SP1
16203	SP100
16204	SP110
16205	SP140
16206	SP140L
16207	SP2
16208	SP3
16209	SP4
16210	SP5
16211	SP6
16212	SP7
16213	SP8
16214	SP9
16215	SPA17
16216	SPACA1
16217	SPACA3
16218	SPACA4
16219	SPACA5
16220	SPACA5B
16221	SPACA7
16222	SPAG1
16223	SPAG11A
16224	SPAG11B
16225	SPAG16
16226	SPAG17
16227	SPAG4
16228	SPAG5
16229	SPAG6
16230	SPAG7
16231	SPAG8
16232	SPAG9
16233	SPAM1
16234	SPANXA1
16235	SPANXA2
16236	SPANXB1
16237	SPANXC
16238	SPANXD
16239	SPANXN1
16240	SPANXN2
16241	SPANXN3
16242	SPANXN4
16243	SPANXN5
16244	SPARC
16245	SPARCL1
16246	SPAST
16247	SPATA12
16248	SPATA13
16249	SPATA16
16250	SPATA17
16251	SPATA18
16252	SPATA19
16253	SPATA2
16254	SPATA20
16255	SPATA21
16256	SPATA22
16257	SPATA24
16258	SPATA25
16259	SPATA2L
16260	SPATA3
16261	SPATA31A1
16262	SPATA31A3
16263	SPATA31A5
16264	SPATA31A6
16265	SPATA31A7
16266	SPATA31D1
16267	SPATA31D3
16268	SPATA31D4
16269	SPATA31E1
16270	SPATA32
16271	SPATA33
16272	SPATA4
16273	SPATA45
16274	SPATA5
16275	SPATA5L1
16276	SPATA6
16277	SPATA6L
16278	SPATA7
16279	SPATA8
16280	SPATA9
16281	SPATC1
16282	SPATC1L
16283	SPATS1
16284	SPATS2
16285	SPATS2L
16286	SPC24
16287	SPC25
16288	SPCS1
16289	SPCS2
16290	SPCS3
16291	SPDEF
16292	SPDL1
16293	SPDYA
16294	SPDYC
16295	SPDYE1
16296	SPDYE16
16297	SPDYE2
16298	SPDYE2B
16299	SPDYE3
16300	SPDYE4
16301	SPDYE5
16302	SPDYE6
16303	SPECC1
16304	SPECC1L
16305	SPEF1
16306	SPEF2
16307	SPEG
16308	SPEM1
16309	SPEN
16310	SPERT
16311	SPESP1
16312	SPG11
16313	SPG20
16314	SPG21
16315	SPG7
16316	SPHAR
16317	SPHK1
16318	SPHK2
16319	SPHKAP
16320	SPI1
16321	SPIB
16322	SPIC
16323	SPICE1
16324	SPIDR
16325	SPIN1
16326	SPIN2A
16327	SPIN2B
16328	SPIN3
16329	SPIN4
16330	SPINK1
16331	SPINK13
16332	SPINK14
16333	SPINK2
16334	SPINK4
16335	SPINK5
16336	SPINK6
16337	SPINK7
16338	SPINK8
16339	SPINK9
16340	SPINT1
16341	SPINT2
16342	SPINT3
16343	SPINT4
16344	SPIRE1
16345	SPIRE2
16346	SPN
16347	SPNS1
16348	SPNS2
16349	SPNS3
16350	SPO11
16351	SPOCD1
16352	SPOCK1
16353	SPOCK2
16354	SPOCK3
16355	SPON1
16356	SPON2
16357	SPOP
16358	SPOPL
16359	SPP1
16360	SPP2
16361	SPPL2A
16362	SPPL2B
16363	SPPL2C
16364	SPPL3
16365	SPR
16366	SPRED1
16367	SPRED2
16368	SPRED3
16369	SPRN
16370	SPRR1A
16371	SPRR1B
16372	SPRR2A
16373	SPRR2B
16374	SPRR2D
16375	SPRR2E
16376	SPRR2F
16377	SPRR2G
16378	SPRR3
16379	SPRR4
16380	SPRTN
16381	SPRY1
16382	SPRY2
16383	SPRY3
16384	SPRY4
16385	SPRYD3
16386	SPRYD4
16387	SPRYD7
16388	SPSB1
16389	SPSB2
16390	SPSB3
16391	SPSB4
16392	SPTA1
16393	SPTAN1
16394	SPTB
16395	SPTBN1
16396	SPTBN2
16397	SPTBN4
16398	SPTBN5
16399	SPTLC1
16400	SPTLC2
16401	SPTLC3
16402	SPTSSA
16403	SPTSSB
16404	SPTY2D1
16405	SPX
16406	SPZ1
16407	SQLE
16408	SQRDL
16409	SQSTM1
16410	SRA1
16411	SRBD1
16412	SRC
16413	SRCAP
16414	SRCIN1
16415	SRD5A1
16416	SRD5A2
16417	SRD5A3
16418	SREBF1
16419	SREBF2
16420	SREK1
16421	SREK1IP1
16422	SRF
16423	SRFBP1
16424	SRGAP1
16425	SRGAP2
16426	SRGAP2B
16427	SRGAP2C
16428	SRGAP3
16429	SRGN
16430	SRI
16431	SRL
16432	SRM
16433	SRMS
16434	SRP14
16435	SRP19
16436	SRP54
16437	SRP68
16438	SRP72
16439	SRP9
16440	SRPK1
16441	SRPK2
16442	SRPK3
16443	SRPR
16444	SRPRB
16445	SRPX
16446	SRPX2
16447	SRR
16448	SRRD
16449	SRRM1
16450	SRRM2
16451	SRRM3
16452	SRRM4
16453	SRRM5
16454	SRRT
16455	SRSF1
16456	SRSF10
16457	SRSF11
16458	SRSF12
16459	SRSF2
16460	SRSF3
16461	SRSF4
16462	SRSF5
16463	SRSF6
16464	SRSF7
16465	SRSF8
16466	SRSF9
16467	SRXN1
16468	SRY
16469	SS18
16470	SS18L1
16471	SS18L2
16472	SSB
16473	SSBP1
16474	SSBP2
16475	SSBP3
16476	SSBP4
16477	SSC4D
16478	SSC5D
16479	SSFA2
16480	SSH1
16481	SSH2
16482	SSH3
16483	SSMEM1
16484	SSNA1
16485	SSPN
16486	SSPO
16487	SSR1
16488	SSR2
16489	SSR3
16490	SSR4
16491	SSRP1
16492	SSSCA1
16493	SST
16494	SSTR1
16495	SSTR2
16496	SSTR3
16497	SSTR4
16498	SSTR5
16499	SSU72
16500	SSUH2
16501	SSX1
16502	SSX2
16503	SSX2B
16504	SSX2IP
16505	SSX3
16506	SSX4
16507	SSX4B
16508	SSX5
16509	SSX7
16510	ST13
16511	ST14
16512	ST18
16513	ST20
16514	ST20-MTHFS
16515	ST3GAL1
16516	ST3GAL2
16517	ST3GAL3
16518	ST3GAL4
16519	ST3GAL5
16520	ST3GAL6
16521	ST5
16522	ST6GAL1
16523	ST6GAL2
16524	ST6GALNAC1
16525	ST6GALNAC2
16526	ST6GALNAC3
16527	ST6GALNAC4
16528	ST6GALNAC5
16529	ST6GALNAC6
16530	ST7
16531	ST7L
16532	ST8SIA1
16533	ST8SIA2
16534	ST8SIA3
16535	ST8SIA4
16536	ST8SIA5
16537	ST8SIA6
16538	STAB1
16539	STAB2
16540	STAC
16541	STAC2
16542	STAC3
16543	STAG1
16544	STAG2
16545	STAG3
16546	STAG3L5P-PVRIG2P-PILRB
16547	STAM
16548	STAM2
16549	STAMBP
16550	STAMBPL1
16551	STAP1
16552	STAP2
16553	STAR
16554	STARD10
16555	STARD13
16556	STARD3
16557	STARD3NL
16558	STARD4
16559	STARD5
16560	STARD6
16561	STARD7
16562	STARD8
16563	STARD9
16564	STAT1
16565	STAT2
16566	STAT3
16567	STAT4
16568	STAT5A
16569	STAT5B
16570	STAT6
16571	STATH
16572	STAU1
16573	STAU2
16574	STC1
16575	STC2
16576	STEAP1
16577	STEAP1B
16578	STEAP2
16579	STEAP3
16580	STEAP4
16581	STH
16582	STIL
16583	STIM1
16584	STIM2
16585	STIP1
16586	STK10
16587	STK11
16588	STK11IP
16589	STK16
16590	STK17A
16591	STK17B
16592	STK19
16593	STK24
16594	STK25
16595	STK26
16596	STK3
16597	STK31
16598	STK32A
16599	STK32B
16600	STK32C
16601	STK33
16602	STK35
16603	STK36
16604	STK38
16605	STK38L
16606	STK39
16607	STK4
16608	STK40
16609	STKLD1
16610	STMN1
16611	STMN2
16612	STMN3
16613	STMN4
16614	STMND1
16615	STOM
16616	STOML1
16617	STOML2
16618	STOML3
16619	STON1
16620	STON1-GTF2A1L
16621	STON2
16622	STOX1
16623	STOX2
16624	STPG1
16625	STPG2
16626	STRA13
16627	STRA6
16628	STRA8
16629	STRADA
16630	STRADB
16631	STRAP
16632	STRBP
16633	STRC
16634	STRIP1
16635	STRIP2
16636	STRN
16637	STRN3
16638	STRN4
16639	STS
16640	STT3A
16641	STT3B
16642	STUB1
16643	STX10
16644	STX11
16645	STX12
16646	STX16
16647	STX17
16648	STX18
16649	STX19
16650	STX1A
16651	STX1B
16652	STX2
16653	STX3
16654	STX4
16655	STX5
16656	STX6
16657	STX7
16658	STX8
16659	STXBP1
16660	STXBP2
16661	STXBP3
16662	STXBP4
16663	STXBP5
16664	STXBP5L
16665	STXBP6
16666	STYK1
16667	STYX
16668	STYXL1
16669	SUB1
16670	SUCLA2
16671	SUCLG1
16672	SUCLG2
16673	SUCNR1
16674	SUCO
16675	SUDS3
16676	SUFU
16677	SUGCT
16678	SUGP1
16679	SUGP2
16680	SUGT1
16681	SULF1
16682	SULF2
16683	SULT1A1
16684	SULT1A2
16685	SULT1A3
16686	SULT1A4
16687	SULT1B1
16688	SULT1C2
16689	SULT1C3
16690	SULT1C4
16691	SULT1E1
16692	SULT2A1
16693	SULT2B1
16694	SULT4A1
16695	SULT6B1
16696	SUMF1
16697	SUMF2
16698	SUMO1
16699	SUMO2
16700	SUMO3
16701	SUMO4
16702	SUN1
16703	SUN2
16704	SUN3
16705	SUN5
16706	SUOX
16707	SUPT16H
16708	SUPT20H
16709	SUPT3H
16710	SUPT4H1
16711	SUPT5H
16712	SUPT6H
16713	SUPT7L
16714	SUPV3L1
16715	SURF1
16716	SURF2
16717	SURF4
16718	SURF6
16719	SUSD1
16720	SUSD2
16721	SUSD3
16722	SUSD4
16723	SUSD5
16724	SUSD6
16725	SUV39H1
16726	SUV39H2
16727	SUV420H1
16728	SUV420H2
16729	SUZ12
16730	SV2A
16731	SV2B
16732	SV2C
16733	SVEP1
16734	SVIL
16735	SVIP
16736	SVOP
16737	SVOPL
16738	SWAP70
16739	SWI5
16740	SWSAP1
16741	SWT1
16742	SYAP1
16743	SYBU
16744	SYCE1
16745	SYCE1L
16746	SYCE2
16747	SYCE3
16748	SYCN
16749	SYCP1
16750	SYCP2
16751	SYCP2L
16752	SYCP3
16753	SYDE1
16754	SYDE2
16755	SYF2
16756	SYK
16757	SYMPK
16758	SYN1
16759	SYN2
16760	SYN3
16761	SYNC
16762	SYNCRIP
16763	SYNDIG1
16764	SYNDIG1L
16765	SYNE1
16766	SYNE2
16767	SYNE3
16768	SYNE4
16769	SYNGAP1
16770	SYNGR1
16771	SYNGR2
16772	SYNGR3
16773	SYNGR4
16774	SYNJ1
16775	SYNJ2
16776	SYNJ2BP
16777	SYNJ2BP-COX16
16778	SYNM
16779	SYNPO
16780	SYNPO2
16781	SYNPO2L
16782	SYNPR
16783	SYNRG
16784	SYP
16785	SYPL1
16786	SYPL2
16787	SYS1
16788	SYT1
16789	SYT10
16790	SYT11
16791	SYT12
16792	SYT13
16793	SYT14
16794	SYT15
16795	SYT16
16796	SYT17
16797	SYT2
16798	SYT3
16799	SYT4
16800	SYT5
16801	SYT6
16802	SYT7
16803	SYT8
16804	SYT9
16805	SYTL1
16806	SYTL2
16807	SYTL3
16808	SYTL4
16809	SYTL5
16810	SYVN1
16811	SZRD1
16812	SZT2
16813	T
16814	TAAR1
16815	TAAR2
16816	TAAR5
16817	TAAR6
16818	TAAR8
16819	TAAR9
16820	TAB1
16821	TAB2
16822	TAB3
16823	TAC1
16824	TAC3
16825	TAC4
16826	TACC1
16827	TACC2
16828	TACC3
16829	TACO1
16830	TACR1
16831	TACR2
16832	TACR3
16833	TACSTD2
16834	TADA1
16835	TADA2A
16836	TADA2B
16837	TADA3
16838	TAF1
16839	TAF10
16840	TAF11
16841	TAF12
16842	TAF13
16843	TAF15
16844	TAF1A
16845	TAF1B
16846	TAF1C
16847	TAF1D
16848	TAF1L
16849	TAF2
16850	TAF3
16851	TAF4
16852	TAF4B
16853	TAF5
16854	TAF5L
16855	TAF6
16856	TAF6L
16857	TAF7
16858	TAF7L
16859	TAF8
16860	TAF9
16861	TAF9B
16862	TAGAP
16863	TAGLN
16864	TAGLN2
16865	TAGLN3
16866	TAL1
16867	TAL2
16868	TALDO1
16869	TAMM41
16870	TANC1
16871	TANC2
16872	TANGO2
16873	TANGO6
16874	TANK
16875	TAOK1
16876	TAOK2
16877	TAOK3
16878	TAP1
16879	TAP2
16880	TAPBP
16881	TAPBPL
16882	TAPT1
16883	TARBP1
16884	TARBP2
16885	TARDBP
16886	TARM1
16887	TARS
16888	TARS2
16889	TARSL2
16890	TAS1R1
16891	TAS1R2
16892	TAS1R3
16893	TAS2R1
16894	TAS2R10
16895	TAS2R13
16896	TAS2R14
16897	TAS2R16
16898	TAS2R19
16899	TAS2R20
16900	TAS2R3
16901	TAS2R30
16902	TAS2R31
16903	TAS2R38
16904	TAS2R39
16905	TAS2R4
16906	TAS2R40
16907	TAS2R41
16908	TAS2R42
16909	TAS2R43
16910	TAS2R46
16911	TAS2R5
16912	TAS2R50
16913	TAS2R60
16914	TAS2R7
16915	TAS2R8
16916	TAS2R9
16917	TASP1
16918	TAT
16919	TATDN1
16920	TATDN2
16921	TATDN3
16922	TAX1BP1
16923	TAX1BP3
16924	TAZ
16925	TBATA
16926	TBC1D1
16927	TBC1D10A
16928	TBC1D10B
16929	TBC1D10C
16930	TBC1D12
16931	TBC1D13
16932	TBC1D14
16933	TBC1D15
16934	TBC1D16
16935	TBC1D17
16936	TBC1D19
16937	TBC1D2
16938	TBC1D20
16939	TBC1D21
16940	TBC1D22A
16941	TBC1D22B
16942	TBC1D23
16943	TBC1D24
16944	TBC1D25
16945	TBC1D26
16946	TBC1D28
16947	TBC1D29
16948	TBC1D2B
16949	TBC1D3
16950	TBC1D30
16951	TBC1D31
16952	TBC1D32
16953	TBC1D3B
16954	TBC1D3C
16955	TBC1D3D
16956	TBC1D3E
16957	TBC1D3F
16958	TBC1D3G
16959	TBC1D3H
16960	TBC1D3I
16961	TBC1D3K
16962	TBC1D3L
16963	TBC1D4
16964	TBC1D5
16965	TBC1D7
16966	TBC1D8
16967	TBC1D8B
16968	TBC1D9
16969	TBC1D9B
16970	TBCA
16971	TBCB
16972	TBCC
16973	TBCCD1
16974	TBCD
16975	TBCE
16976	TBCEL
16977	TBCK
16978	TBK1
16979	TBKBP1
16980	TBL1X
16981	TBL1XR1
16982	TBL1Y
16983	TBL2
16984	TBL3
16985	TBP
16986	TBPL1
16987	TBPL2
16988	TBR1
16989	TBRG1
16990	TBRG4
16991	TBX1
16992	TBX10
16993	TBX15
16994	TBX18
16995	TBX19
16996	TBX2
16997	TBX20
16998	TBX21
16999	TBX22
17000	TBX3
17001	TBX4
17002	TBX5
17003	TBX6
17004	TBXA2R
17005	TBXAS1
17006	TC2N
17007	TCAF1
17008	TCAF2
17009	TCAIM
17010	TCAP
17011	TCEA1
17012	TCEA2
17013	TCEA3
17014	TCEAL1
17015	TCEAL2
17016	TCEAL3
17017	TCEAL4
17018	TCEAL5
17019	TCEAL6
17020	TCEAL7
17021	TCEAL8
17022	TCEANC
17023	TCEANC2
17024	TCEB1
17025	TCEB2
17026	TCEB3
17027	TCEB3B
17028	TCEB3C
17029	TCEB3CL
17030	TCEB3CL2
17031	TCERG1
17032	TCERG1L
17033	TCF12
17034	TCF15
17035	TCF19
17036	TCF20
17037	TCF21
17038	TCF23
17039	TCF24
17040	TCF25
17041	TCF3
17042	TCF4
17043	TCF7
17044	TCF7L1
17045	TCF7L2
17046	TCFL5
17047	TCHH
17048	TCHHL1
17049	TCHP
17050	TCIRG1
17051	TCL1A
17052	TCL1B
17053	TCN1
17054	TCN2
17055	TCOF1
17056	TCP1
17057	TCP10
17058	TCP10L
17059	TCP10L2
17060	TCP11
17061	TCP11L1
17062	TCP11L2
17063	TCP11X2
17064	TCRBV11S1A1T
17065	TCTA
17066	TCTE1
17067	TCTE3
17068	TCTEX1D1
17069	TCTEX1D2
17070	TCTEX1D4
17071	TCTN1
17072	TCTN2
17073	TCTN3
17074	TDG
17075	TDGF1
17076	TDO2
17077	TDP1
17078	TDP2
17079	TDRD1
17080	TDRD10
17081	TDRD12
17082	TDRD15
17083	TDRD3
17084	TDRD5
17085	TDRD6
17086	TDRD7
17087	TDRD9
17088	TDRKH
17089	TDRP
17090	TEAD1
17091	TEAD2
17092	TEAD3
17093	TEAD4
17094	TEC
17095	TECPR1
17096	TECPR2
17097	TECR
17098	TECRL
17099	TECTA
17100	TECTB
17101	TEDDM1
17102	TEF
17103	TEFM
17104	TEK
17105	TEKT1
17106	TEKT2
17107	TEKT3
17108	TEKT4
17109	TEKT5
17110	TELO2
17111	TEN1
17112	TEN1-CDK3
17113	TENM1
17114	TENM2
17115	TENM3
17116	TENM4
17117	TEP1
17118	TEPP
17119	TERF1
17120	TERF2
17121	TERF2IP
17122	TERT
17123	TES
17124	TESC
17125	TESK1
17126	TESK2
17127	TESPA1
17128	TET1
17129	TET2
17130	TET3
17131	TEX10
17132	TEX101
17133	TEX11
17134	TEX12
17135	TEX13A
17136	TEX13B
17137	TEX14
17138	TEX15
17139	TEX19
17140	TEX2
17141	TEX22
17142	TEX26
17143	TEX261
17144	TEX264
17145	TEX28
17146	TEX29
17147	TEX30
17148	TEX33
17149	TEX35
17150	TEX36
17151	TEX37
17152	TEX38
17153	TEX40
17154	TEX43
17155	TEX9
17156	TF
17157	TFAM
17158	TFAP2A
17159	TFAP2B
17160	TFAP2C
17161	TFAP2D
17162	TFAP2E
17163	TFAP4
17164	TFB1M
17165	TFB2M
17166	TFCP2
17167	TFCP2L1
17168	TFDP1
17169	TFDP2
17170	TFDP3
17171	TFE3
17172	TFEB
17173	TFEC
17174	TFF1
17175	TFF2
17176	TFF3
17177	TFG
17178	TFIP11
17179	TFPI
17180	TFPI2
17181	TFPT
17182	TFR2
17183	TFRC
17184	TG
17185	TGDS
17186	TGFA
17187	TGFB1
17188	TGFB1I1
17189	TGFB2
17190	TGFB3
17191	TGFBI
17192	TGFBR1
17193	TGFBR2
17194	TGFBR3
17195	TGFBR3L
17196	TGFBRAP1
17197	TGIF1
17198	TGIF2
17199	TGIF2-C20orf24
17200	TGIF2LX
17201	TGIF2LY
17202	TGM1
17203	TGM2
17204	TGM3
17205	TGM4
17206	TGM5
17207	TGM6
17208	TGM7
17209	TGOLN2
17210	TGS1
17211	TH
17212	THADA
17213	THAP1
17214	THAP10
17215	THAP11
17216	THAP2
17217	THAP3
17218	THAP4
17219	THAP5
17220	THAP6
17221	THAP7
17222	THAP8
17223	THAP9
17224	THBD
17225	THBS1
17226	THBS2
17227	THBS3
17228	THBS4
17229	THEG
17230	THEGL
17231	THEM4
17232	THEM5
17233	THEM6
17234	THEMIS
17235	THEMIS2
17236	THG1L
17237	THNSL1
17238	THNSL2
17239	THOC1
17240	THOC2
17241	THOC3
17242	THOC5
17243	THOC6
17244	THOC7
17245	THOP1
17246	THPO
17247	THRA
17248	THRAP3
17249	THRB
17250	THRSP
17251	THSD1
17252	THSD4
17253	THSD7A
17254	THSD7B
17255	THTPA
17256	THUMPD1
17257	THUMPD2
17258	THUMPD3
17259	THY1
17260	THYN1
17261	TIA1
17262	TIAF1
17263	TIAL1
17264	TIAM1
17265	TIAM2
17266	TICAM1
17267	TICAM2
17268	TICRR
17269	TIE1
17270	TIFA
17271	TIFAB
17272	TIGAR
17273	TIGD1
17274	TIGD2
17275	TIGD3
17276	TIGD4
17277	TIGD5
17278	TIGD6
17279	TIGD7
17280	TIGIT
17281	TIMD4
17282	TIMELESS
17283	TIMM10
17284	TIMM10B
17285	TIMM13
17286	TIMM17A
17287	TIMM17B
17288	TIMM21
17289	TIMM22
17290	TIMM23
17291	TIMM23B
17292	TIMM44
17293	TIMM50
17294	TIMM8A
17295	TIMM8B
17296	TIMM9
17297	TIMMDC1
17298	TIMP1
17299	TIMP2
17300	TIMP3
17301	TIMP4
17302	TINAG
17303	TINAGL1
17304	TINF2
17305	TIPARP
17306	TIPIN
17307	TIPRL
17308	TIRAP
17309	TISP43
17310	TJAP1
17311	TJP1
17312	TJP2
17313	TJP3
17314	TK1
17315	TK2
17316	TKFC
17317	TKT
17318	TKTL1
17319	TKTL2
17320	TLCD1
17321	TLCD2
17322	TLDC1
17323	TLDC2
17324	TLE1
17325	TLE2
17326	TLE3
17327	TLE4
17328	TLE6
17329	TLK1
17330	TLK2
17331	TLL1
17332	TLL2
17333	TLN1
17334	TLN2
17335	TLR1
17336	TLR10
17337	TLR2
17338	TLR3
17339	TLR4
17340	TLR5
17341	TLR6
17342	TLR7
17343	TLR8
17344	TLR9
17345	TLX1
17346	TLX2
17347	TLX3
17348	TM2D1
17349	TM2D2
17350	TM2D3
17351	TM4SF1
17352	TM4SF18
17353	TM4SF19
17354	TM4SF20
17355	TM4SF4
17356	TM4SF5
17357	TM6SF1
17358	TM6SF2
17359	TM7SF2
17360	TM7SF3
17361	TM9SF1
17362	TM9SF2
17363	TM9SF3
17364	TM9SF4
17365	TMA16
17366	TMA7
17367	TMBIM1
17368	TMBIM4
17369	TMBIM6
17370	TMC1
17371	TMC2
17372	TMC3
17373	TMC4
17374	TMC5
17375	TMC6
17376	TMC7
17377	TMC8
17378	TMCC1
17379	TMCC2
17380	TMCC3
17381	TMCO1
17382	TMCO2
17383	TMCO3
